formatted_text
"A Men Apparel item. Type: Shirts, Color: Navy Blue, Usage: Casual."
"A Women Apparel item. Type: Shirts, Color: Grey, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Socks, Color: Navy Blue, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Tunics, Color: Green, Usage: Casual."
"A Women Accessories item. Type: Wallets, Color: White, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Silver, Usage: Casual."
"A Unisex Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Grey, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: White, Usage: Casual."
"A Women Apparel item. Type: Tunics, Color: Pink, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: Silver, Usage: Casual."
"A Women Personal Care item. Type: Nail Polish, Color: Red, Usage: nan."
"A Men Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Women Footwear item. Type: Flip Flops, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Grey, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Nightdress, Color: Pink, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: Green, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Turquoise Blue, Usage: Casual."
"A Women Personal Care item. Type: Sunscreen, Color: White, Usage: nan."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Men Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Women Apparel item. Type: Tops, Color: White, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Red, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Green, Usage: Casual."
"A Women Personal Care item. Type: Nail Polish, Color: Pink, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Purple, Usage: Casual."
"A Women Accessories item. Type: Sunglasses, Color: Grey, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Pink, Usage: Sports."
"A Men Apparel item. Type: Shirts, Color: White, Usage: Formal."
"A Men Apparel item. Type: Shirts, Color: Lavender, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Smart Casual."
"A Men Accessories item. Type: Socks, Color: Grey, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Capris, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Innerwear Vests, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Purple, Usage: Casual."
"A Women Accessories item. Type: Earrings, Color: Pink, Usage: Ethnic."
"A Boys Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Black, Usage: Formal."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Women Personal Care item. Type: Nail Polish, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Innerwear Vests, Color: Grey, Usage: Casual."
"A Men Accessories item. Type: Wallets, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Maroon, Usage: Casual."
"A Men Accessories item. Type: Scarves, Color: Maroon, Usage: Casual."
"A Men Personal Care item. Type: Perfume and Body Mist, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Jackets, Color: Olive, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Purple, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Briefs, Color: Red, Usage: Casual."
"A Women Accessories item. Type: Belts, Color: Brown, Usage: Casual."
"A Women Accessories item. Type: Pendant, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Purple, Usage: Formal."
"A Unisex Accessories item. Type: Backpacks, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Socks, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Leggings, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Tunics, Color: White, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Charcoal, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Sweatshirts, Color: White, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Dresses, Color: Peach, Usage: Casual."
"A Women Footwear item. Type: Flats, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Shorts, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Jackets, Color: Blue, Usage: Sports."
"A Women Footwear item. Type: Heels, Color: Black, Usage: Formal."
"A Unisex Accessories item. Type: Duffel Bag, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Women Personal Care item. Type: Perfume and Body Mist, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Brown, Usage: Formal."
"A Men Apparel item. Type: Shirts, Color: Purple, Usage: Formal."
"A Women Apparel item. Type: Kurtas, Color: Olive, Usage: Ethnic."
"A Women Apparel item. Type: Tops, Color: Green, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: White, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Purple, Usage: Casual."
"A Women Personal Care item. Type: Compact, Color: Skin, Usage: Casual."
"A Women Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Women Apparel item. Type: Dresses, Color: Pink, Usage: Casual."
"A Men Accessories item. Type: Cufflinks, Color: Steel, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Green, Usage: Casual."
"A Women Apparel item. Type: Dresses, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Silver, Usage: Sports."
"A Women Apparel item. Type: Trousers, Color: Brown, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Men Apparel item. Type: Shirts, Color: White, Usage: Casual."
"A Women Apparel item. Type: Leggings, Color: Red, Usage: Ethnic."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Women Accessories item. Type: Belts, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Kurta Sets, Color: Cream, Usage: Ethnic."
"A Men Apparel item. Type: Shirts, Color: White, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Lavender, Usage: Ethnic."
"A Women Personal Care item. Type: Highlighter and Blush, Color: Skin, Usage: Casual."
"A Girls Apparel item. Type: Dresses, Color: Pink, Usage: Casual."
"A Women Apparel item. Type: Dupatta, Color: Off White, Usage: Ethnic."
"A Men Accessories item. Type: Socks, Color: Cream, Usage: Casual."
"A Women Accessories item. Type: Pendant, Color: Silver, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Jeans, Color: Purple, Usage: Casual."
"A Women Accessories item. Type: Necklace and Chains, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Red, Usage: Sports."
"A Men Apparel item. Type: Lounge Shorts, Color: Navy Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Purple, Usage: Casual."
"A Men Accessories item. Type: Socks, Color: Navy Blue, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Shirts, Color: Grey, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Cufflinks, Color: Steel, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: White, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Red, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Men Footwear item. Type: Casual Shoes, Color: Navy Blue, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Sports."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Grey, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Red, Usage: Ethnic."
"A Men Apparel item. Type: Briefs, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Tights, Color: Black, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Unisex Accessories item. Type: Sunglasses, Color: Brown, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Capris, Color: Black, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Brown, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Women Apparel item. Type: Sarees, Color: Green, Usage: Ethnic."
"A Women Apparel item. Type: Leggings, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Trunk, Color: Red, Usage: Casual."
"A Women Accessories item. Type: Belts, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Green, Usage: Casual."
"A Women Accessories item. Type: Necklace and Chains, Color: Gold, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Pink, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Brown, Usage: Ethnic."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Nightdress, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Belts, Color: Black, Usage: Formal."
"A Women Accessories item. Type: Wallets, Color: Purple, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Olive, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Sports."
"A Men Apparel item. Type: Shirts, Color: White, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Women Apparel item. Type: Skirts, Color: Grey, Usage: Formal."
"A Men Apparel item. Type: Shirts, Color: White, Usage: Formal."
"A Women Apparel item. Type: Kurtas, Color: Multi, Usage: Ethnic."
"A Men Accessories item. Type: Sunglasses, Color: Metallic, Usage: Casual."
"A Unisex Accessories item. Type: Sunglasses, Color: Gold, Usage: Casual."
"A Women Apparel item. Type: Kurtis, Color: Purple, Usage: Ethnic."
"A Men Apparel item. Type: Trousers, Color: Navy Blue, Usage: Casual."
"A Women Apparel item. Type: Briefs, Color: Green, Usage: Casual."
"A Men Personal Care item. Type: Deodorant, Color: Silver, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Unisex Free Items item. Type: Free Gifts, Color: Blue, Usage: Casual."
"A Unisex Accessories item. Type: Water Bottle, Color: Yellow, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Cream, Usage: Ethnic."
"A Women Apparel item. Type: Tops, Color: Navy Blue, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Grey, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Black, Usage: Sports."
"A Women Footwear item. Type: Heels, Color: Maroon, Usage: Casual."
"A Women Personal Care item. Type: Kajal and Eyeliner, Color: Blue, Usage: Casual."
"A Unisex Accessories item. Type: Caps, Color: Green, Usage: Casual."
"A Women Accessories item. Type: Clutches, Color: Mustard, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Purple, Usage: Casual."
"A Women Apparel item. Type: Sweatshirts, Color: Black, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Off White, Usage: Casual."
"A Men Apparel item. Type: Jeans, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Formal."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Men Apparel item. Type: Shirts, Color: White, Usage: Casual."
"A Women Apparel item. Type: Trousers, Color: Green, Usage: Casual."
"A Women Apparel item. Type: Sarees, Color: White, Usage: Ethnic."
"A Women Apparel item. Type: Tops, Color: Brown, Usage: Casual."
"A Men Personal Care item. Type: Perfume and Body Mist, Color: Silver, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Black, Usage: Casual."
"A Women Personal Care item. Type: Nail Polish, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Sunglasses, Color: Steel, Usage: Casual."
"A Women Apparel item. Type: Trousers, Color: Beige, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Innerwear Vests, Color: Navy Blue, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Brown, Usage: Casual."
"A Men Accessories item. Type: Belts, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Dupatta, Color: Red, Usage: Ethnic."
"A Women Apparel item. Type: Dresses, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Brown, Usage: Formal."
"A Women Footwear item. Type: Flats, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Mustard, Usage: Casual."
"A Women Accessories item. Type: Earrings, Color: Silver, Usage: Casual."
"A Men Apparel item. Type: Sweaters, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Personal Care item. Type: Deodorant, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Sports."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Sports."
"A Women Footwear item. Type: Casual Shoes, Color: Purple, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Sunglasses, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Boxers, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Purple, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Grey, Usage: Casual."
"A Women Apparel item. Type: Tunics, Color: Grey, Usage: Casual."
"A Women Accessories item. Type: Belts, Color: Beige, Usage: Casual."
"A Women Accessories item. Type: Ring, Color: Silver, Usage: Casual."
"A Men Accessories item. Type: Cufflinks, Color: Steel, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Multi, Usage: Ethnic."
"A Women Apparel item. Type: Sarees, Color: Mustard, Usage: Ethnic."
"A Women Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
